mid,x,y,z,mpitch,mroll,myaw,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,flight_time,agx,agy,agz,est_x,est_y,cntl_x,cntl_y,residual1,residual2,residual3,residual4,class,class_raw
12,37,42,99,0,175,-178,1,-1,61,0,-1,0,76,80,97,40,62,244.68,140,-10,-27,-1022,36.92539999,41.61252047,30.95419916,53.30001073,-16.74906457,-20.00654647,-0.576097832,2.700258572,fdi,FDI
12,37,42,99,0,175,-178,0,0,61,0,0,0,76,80,97,40,62,244.69,140,0,47,-1040,37.10001621,41.90252844,31.4177826,54.49743292,-20.73946619,-23.55118334,-2.898190722,-0.894382648,fdi,FDI
12,31,44,99,0,174,177,0,-1,61,0,0,0,77,80,99,40,62,244.81,141,5,-9,-982,31.51974357,43.74965889,33.37598927,55.13766093,-27.35285666,-22.15203822,-8.226742414,0.960550891,fdi,FDI
12,28,48,100,0,174,178,1,0,61,0,0,0,77,79,101,40,61,244.79,141,3,30,-966,28.09914436,47.61146327,34.60915111,55.23622247,-22.42353437,-20.89893206,-3.031396317,2.636432536,fdi,FDI
12,28,48,100,0,174,178,0,-1,61,0,0,0,77,79,101,40,61,244.81,141,22,25,-966,27.76042695,47.9998111,35.18998769,56.29223139,-17.08077944,-26.6717123,1.269204296,-2.264330289,fdi,FDI
12,28,48,100,0,174,178,0,-1,61,0,0,0,77,79,100,40,61,244.86,142,2,26,-985,27.78530098,47.97498158,35.83327428,57.27860672,-16.2159643,-27.61541748,1.060215475,-2.062550686,fdi,FDI
12,30,51,103,0,174,178,0,-1,61,0,0,0,77,79,97,40,61,244.8,142,16,4,-1005,29.66859291,50.68484006,35.97363721,57.47935542,-14.1090572,-24.73303703,2.564630316,1.477330857,fdi,FDI
12,31,53,100,0,174,179,0,-1,61,0,0,0,77,79,96,40,61,244.85,143,8,6,-956,30.81919223,52.7914965,36.35557621,57.90443934,-15.77501791,-26.72189918,0.712805011,0.097096861,fdi,FDI
12,31,53,100,0,174,179,0,-1,61,0,0,0,77,79,95,40,61,244.77,143,-21,30,-1056,30.93790138,52.9710507,36.95529185,58.77575209,-17.56335017,-30.03576518,-0.78726331,-2.22358359,fdi,FDI
12,31,53,100,0,174,179,0,0,61,0,0,0,77,79,95,40,61,244.75,144,14,20,-1100,30.93304871,52.93420561,37.53444901,59.6059149,-17.85503541,-30.55949694,-0.756941194,-1.849663129,fdi,FDI
12,32,57,98,0,174,178,0,-1,61,0,0,0,77,79,96,40,61,244.77,144,46,15,-1031,31.83972648,56.57103234,37.85234514,59.397735,-16.89256096,-26.61520006,0.384645901,2.609830041,fdi,FDI
12,32,57,98,0,174,178,0,-1,61,0,0,0,77,79,96,40,61,244.8,144,21,32,-942,31.93121064,56.94560943,38.41687167,60.17756378,-18.22336141,-31.92980379,-0.767366554,-2.095613062,fdi,FDI
12,31,58,98,0,174,178,0,0,61,0,0,0,77,79,97,40,60,244.75,145,46,41,-914,31.00607302,57.84769384,39.2225481,60.63534072,-19.44172672,-31.80568547,-1.721062048,-0.973102962,fdi,FDI
12,31,58,98,0,174,178,0,-1,61,0,0,0,77,79,97,40,60,244.75,145,0,24,-1018,30.89437199,57.90613415,39.77738531,61.32865083,-18.1379524,-33.24822331,-0.341756515,-1.759353366,fdi,FDI
12,31,58,98,0,174,178,0,-1,61,0,0,0,77,79,97,40,60,244.79,145,18,39,-975,30.88677834,57.87672896,40.34709532,62.00262228,-17.91486016,-33.46802126,-0.236562765,-1.444095647,fdi,FDI
12,33,58,99,0,174,179,0,-2,61,0,0,0,77,79,97,40,60,244.78,146,-6,14,-1030,32.72880502,57.850682,40.40434482,62.6721433,-15.88146725,-33.48561223,1.730227352,-1.14979228,fdi,FDI
12,33,58,99,0,174,179,1,0,61,0,0,0,77,79,98,40,60,244.81,146,-4,26,-996,32.93244482,57.8339573,40.95756286,63.34000341,-18.54026717,-33.47718669,-0.808311956,-0.959144874,fdi,FDI
12,35,59,99,0,174,178,0,0,61,0,0,0,77,79,101,40,60,244.72,147,7,31,-993,34.7727283,58.74318654,40.96449213,63.74956426,-16.98519723,-32.46910342,1.137628176,0.157342431,fdi,FDI
12,35,59,99,0,174,178,0,0,61,0,0,0,77,79,101,40,60,244.82,147,17,11,-908,34.95863063,58.83740979,41.4612718,64.40634762,-19.70811296,-33.79478027,-1.204926718,-1.025340668,fdi,FDI
12,35,59,99,0,174,178,0,0,61,0,0,0,76,78,101,40,60,244.83,147,36,5,-1021,34.94729822,58.83348999,41.92498108,65.04703403,-20.15437281,-34.01358782,-1.114153704,-0.999419665,fdi,FDI
12,37,60,102,0,174,179,0,-1,61,0,0,0,76,78,105,40,60,244.85,148,55,9,-1067,36.7633592,59.74268924,41.86749843,65.42725755,-18.21016255,-33.04162157,1.139933341,0.114339207,fdi,FDI
12,37,60,102,0,174,179,0,0,61,0,0,0,77,79,107,50,60,244.88,148,39,7,-989,36.94839813,59.83592577,42.30358981,66.05433061,-20.87027529,-34.37218183,-1.187479739,-1.057553284,fdi,FDI
12,38,60,104,0,174,178,0,0,61,0,0,-1,77,79,103,40,60,244.77,149,22,14,-1050,37.85769833,59.831296,42.44978575,66.665211,-20.30766352,-34.59124185,-0.109652843,-1.02359106,fdi,FDI
12,38,61,109,0,174,178,1,0,61,0,0,0,76,79,99,40,60,244.74,150,39,19,-975,37.93622031,60.74005466,42.83753366,67.01558821,-21.6937559,-33.61901516,-1.119160894,0.095193401,fdi,FDI
12,38,61,109,0,174,178,0,-1,61,0,0,0,76,79,99,40,60,244.76,150,10,14,-1021,37.92087669,60.83302448,43.20766936,67.61279295,-21.91423672,-34.94935726,-0.963649241,-1.073651793,fdi,FDI
12,38,62,102,-1,174,-179,0,0,61,0,0,0,76,79,101,40,60,244.82,150,22,17,-999,37.90353416,61.74766018,43.57413179,67.93635271,-21.93775614,-34.16827702,-0.768700151,-0.037851957,fdi,FDI
12,38,62,102,-1,174,-179,0,0,61,0,0,0,76,79,104,40,60,244.74,151,13,8,-1073,37.89207898,61.83727506,43.93936609,68.50456252,-21.93374677,-35.52696917,-0.638270601,-1.171006428,fdi,FDI
12,38,62,102,-1,174,-179,0,-1,61,0,0,0,76,79,104,40,59,244.78,151,3,9,-939,37.88505895,61.82959715,44.30399657,69.05607483,-21.92844911,-35.74833955,-0.558098467,-1.102624741,fdi,FDI
12,41,64,102,0,174,178,1,0,61,0,0,0,76,78,104,40,59,244.81,152,-10,6,-958,40.63909558,63.65584187,43.89596354,69.0894545,-18.92481751,-33.775161,2.490384437,1.038273923,fdi,FDI
12,41,64,102,0,174,178,0,-1,61,0,0,0,76,78,106,40,59,244.78,152,-35,9,-1067,40.93767676,63.84801052,44.23088978,69.61728426,-22.91557837,-36.43557341,-1.23952739,-1.370132142,fdi,FDI
12,41,63,105,0,174,178,1,-1,61,0,0,-1,76,79,103,40,59,244.79,153,-43,26,-951,40.93550621,62.92287135,44.51829629,70.37049134,-23.58046587,-37.87596127,-1.27137786,-2.342676855,fdi,FDI
12,42,67,108,0,174,178,0,-1,61,0,0,0,76,79,104,40,59,244.74,153,-33,25,-1088,41.83002809,66.48101121,44.53965645,69.84026908,-22.66969417,-32.60228267,0.003862135,3.123377987,fdi,FDI
12,42,67,108,0,174,178,0,-1,61,0,0,0,77,79,106,40,59,244.85,153,40,11,-1035,41.91245887,66.86921561,44.80640108,70.31504851,-24.00245823,-37.70402458,-1.045503981,-1.718733264,fdi,FDI
12,42,70,106,0,174,178,1,0,61,0,0,0,77,78,106,40,59,244.76,154,21,-1,-1013,41.90108599,69.62626606,45.05633326,69.95640813,-24.21733235,-35.55670734,-0.934608972,1.22275687,fdi,FDI
12,41,72,109,0,174,179,0,-1,61,0,0,0,77,78,108,50,59,244.79,155,2,10,-1018,40.96690416,71.73501016,45.56030295,69.81502432,-25.2417397,-37.66479708,-1.769113328,-0.19131695,fdi,FDI
12,41,72,109,0,174,179,0,0,61,0,0,-1,76,79,100,40,59,244.74,156,-9,3,-1035,40.85665017,71.91250183,45.81545785,70.11871356,-23.90791976,-40.99569145,-0.403687649,-2.490021571,fdi,FDI
12,43,74,111,0,174,179,1,0,61,0,0,0,76,79,95,40,59,244.72,156,28,7,-1049,42.68964704,73.71286662,45.57100652,69.86611094,-21.68135523,-39.5208755,1.682063072,-0.097570806,fdi,FDI
12,42,74,98,-1,174,179,0,0,61,0,0,0,77,79,95,40,59,244.7,157,50,13,-910,41.97530461,73.87171221,46.08198283,70.10026642,-25.3102221,-42.23810291,-1.870331194,-2.132376788,fdi,FDI
12,42,74,98,-1,174,179,1,0,61,0,0,0,77,79,95,40,58,244.77,157,28,-12,-899,41.87809138,73.84372388,46.31422628,70.29989407,-24.42068931,-42.6723625,-0.690754935,-1.851433651,fdi,FDI
12,42,74,98,-1,174,179,1,0,61,0,0,0,77,79,94,40,58,244.79,157,10,-8,-1002,41.86459428,73.81085939,46.55680206,70.49238499,-24.25976254,-42.71961294,-0.523802199,-1.482228464,fdi,FDI
12,45,75,94,0,174,179,1,0,60,0,0,0,77,79,96,40,58,244.75,159,32,-5,-940,44.62065683,74.70849409,46.02849186,70.42507827,-21.23234643,-41.71237847,2.503694856,-0.234141719,fdi,FDI
12,46,75,95,0,174,178,0,0,60,0,0,0,76,79,97,40,58,244.79,159,-17,-7,-1172,45.84063555,74.79550957,45.98608124,70.60434085,-24.22072397,-43.03335837,-0.248401296,-1.334571805,fdi,FDI
12,46,75,99,0,174,179,1,0,61,0,0,0,76,79,96,40,58,244.72,160,12,13,-1021,45.94012289,74.78722292,46.14400466,70.76714659,-26.21711111,-43.24853784,-1.547860019,-1.258751044,fdi,FDI
12,46,75,99,0,174,179,0,0,61,0,0,0,77,79,95,40,58,244.82,160,11,3,-955,45.91578908,74.77436287,46.27758881,70.92671639,-26.52902182,-43.27426744,-1.298022098,-1.11489425,fdi,FDI
12,44,74,97,0,174,179,0,-1,61,0,0,0,77,79,97,40,58,244.76,161,-6,28,-1002,44.05146728,73.8462075,46.92090855,71.342726,-28.56120392,-44.272418,-3.011518326,-2.015606042,fdi,FDI
12,44,74,97,0,174,179,0,0,61,0,0,0,77,79,99,40,58,244.8,161,9,16,-997,43.83403341,73.7404529,47.06702992,71.5105433,-25.89298688,-42.93753994,-0.315528556,-0.701187122,fdi,FDI
12,44,74,97,0,174,179,0,-1,61,0,0,0,77,79,100,40,58,244.92,162,24,11,-992,43.82425257,73.73741193,47.24387586,71.69389345,-25.44105541,-42.71269933,-0.166050415,-0.647546614,fdi,FDI
12,44,75,101,0,174,178,0,0,61,0,0,0,77,79,103,40,57,244.86,162,9,17,-1006,43.83407494,74.6628706,47.42590898,71.62249062,-25.37573437,-41.68095889,-0.272045832,0.286644177,fdi,FDI
12,49,80,106,0,174,178,1,1,61,0,0,0,77,79,104,40,57,244.83,164,-5,21,-1035,48.43908559,79.36499694,46.32197487,70.51228206,-20.37095626,-38.01016447,4.638877955,3.981331423,fdi,FDI
12,-50,-69,83,0,-170,-179,1,0,15,0,0,0,82,84,79,30,67,225.53,213,-17,6,-1080,-27.77777778,-38.33333333,-9.022222222,-6.066666667,-50,-69,-50,-69,fdi,FDI
12,-26,-25,101,0,-171,177,0,0,15,0,0,0,82,84,100,50,67,225.6,217,26,16,-980,-33.83563781,-30.8420206,-6.68157697,-7.730900899,15.66666667,32.5,4.864197531,17.59259259,fdi,FDI
12,-14,-9,101,0,-170,179,0,-1,15,0,0,0,82,84,103,50,67,225.71,218,1,12,-980,-30.16798371,-15.64744879,-8.796343984,-12.48555475,33.35881516,47.03694084,15.64785237,24.11979143,fdi,FDI
12,-14,-9,101,0,-170,179,0,-1,15,0,0,0,82,83,105,50,67,225.69,218,8,42,-983,-26.8648636,-8.335912844,-10.4327954,-15.10363276,25.19404282,30.43275409,4.284038201,5.255582995,fdi,FDI
12,-11,-8,106,0,-170,179,0,0,15,0,0,0,81,83,102,50,67,225.71,219,3,23,-980,-22.69056149,-5.064994377,-12.43049808,-17.20383575,22.57538042,20.700017,1.909668856,-1.967455611,fdi,FDI
12,-11,-8,106,0,-170,179,1,0,15,0,0,0,81,83,101,50,67,225.68,219,4,15,-1032,-19.89766942,-4.462847402,-14.1230759,-18.85694115,16.46537703,13.62658474,-2.357804816,-4.96777202,fdi,FDI
12,-14,-11,105,0,-170,178,1,0,15,0,0,0,81,83,101,50,67,225.7,220,31,16,-982,-19.92374127,-6.928941678,-15.1792011,-19.80244198,10.04662386,6.903783915,-6.275658783,-7.781690313,fdi,FDI
12,-14,-11,105,0,-170,178,1,0,15,0,0,0,81,83,102,50,67,225.67,220,28,6,-972,-20.14415564,-8.444833119,-16.32107643,-21.09342884,11.0517671,7.892018232,-3.299665406,-4.029834427,fdi,FDI
12,-14,-11,105,0,-170,178,1,0,15,0,0,0,81,84,104,50,67,225.72,220,32,7,-964,-20.39498564,-9.287497613,-17.45754008,-22.47993236,11.8617345,8.782273987,-1.611407463,-1.868144932,fdi,FDI
12,-19,-18,103,0,-170,179,0,0,15,0,0,0,81,83,103,50,67,225.65,221,-18,8,-1027,-23.49598538,-14.39506253,-17.78995208,-22.61332248,7.435733698,2.448022604,-5.744077411,-7.748125595,fdi,FDI
12,-26,-24,103,0,-170,178,-1,-1,15,0,0,0,82,84,101,50,67,225.7,223,0,15,-1010,-29.65801945,-20.48319118,-17.31475297,-22.53217283,5.370421896,3.280630882,-8.140789763,-7.345968814,fdi,FDI
12,-22,-27,102,0,-171,177,0,0,15,0,0,0,80,83,104,50,67,225.75,224,30,11,-991,-31.42981282,-24.68629278,-18.03701195,-22.84521508,18.6200824,9.720405374,3.382714243,-3.034598125,fdi,FDI
12,-17,-31,106,0,-171,177,1,-2,15,0,0,0,82,83,100,50,67,225.64,225,-9,-1,-1047,-29.4779991,-28.56186795,-19.52921507,-23.02962032,25.20366207,13.75991978,7.357848548,-2.361573977,fdi,FDI
12,-17,-31,106,0,-171,177,0,0,15,0,0,0,82,83,99,50,67,225.71,226,-24,15,-1045,-27.95979039,-29.56385969,-20.77238285,-23.88598536,21.27330011,21.74972649,2.055049472,1.853501746,fdi,FDI
12,-17,-31,106,0,-171,177,1,0,15,0,0,0,82,83,102,50,67,225.75,226,24,32,-983,-26.90559042,-29.38390256,-21.9528547,-24.89955715,18.80984896,26.01264846,-0.271493419,2.451361998,fdi,FDI
12,-21,-25,102,0,-171,177,0,0,15,0,0,0,81,82,105,50,67,225.77,226,5,18,-1006,-28.54632178,-24.84420422,-22.4335722,-27.08015775,13.37896027,34.0997462,-5.058708434,7.74856001,fdi,FDI
12,-22,-29,106,0,-171,177,0,0,15,0,0,0,81,83,102,50,67,225.71,227,-10,17,-1124,-30.30092275,-25.40293612,-22.96793085,-27.75140178,15.26322001,25.53154749,-2.776328407,-2.240263162,fdi,FDI
12,-22,-29,106,0,-171,177,0,0,15,0,0,0,81,83,101,50,67,225.7,228,18,28,-1023,-31.46724619,-25.67814724,-23.62006265,-28.74019117,17.91475727,26.33945032,-0.579466384,-1.412249141,fdi,FDI
12,-23,-31,105,0,-171,177,1,0,15,0,0,0,81,83,100,50,66,225.68,228,22,6,-994,-32.76348463,-27.14316563,-24.17141467,-29.37340216,18.42003038,24.81609904,-0.879755004,-3.0106147,fdi,FDI
12,-23,-31,105,0,-171,177,0,0,15,0,0,0,80,82,99,50,66,225.74,228,6,13,-967,-33.56755511,-27.73539424,-24.82818232,-30.26653411,20.12528885,26.913139,0.008530004,-1.143557178,fdi,FDI
12,-23,-31,105,0,-171,177,1,0,15,0,0,0,80,82,101,50,66,225.7,229,28,26,-979,-34.03206543,-27.90175543,-25.5312963,-31.21750258,21.03383283,28.11833322,0.130917804,-0.47258081,fdi,FDI
12,-24,-27,102,0,-171,-179,1,0,15,0,0,0,80,82,102,50,66,225.66,229,1,11,-1065,-34.85872822,-25.20964269,-26.10209428,-32.94255954,20.47807701,32.76534825,-1.020627187,3.654434899,fdi,FDI
12,-24,-27,102,0,-171,-179,1,0,15,0,0,0,80,82,102,50,66,225.75,229,39,5,-990,-35.37327832,-24.06094993,-26.75359154,-34.17329859,21.58414958,29.43486816,-0.37654389,0.208311794,fdi,FDI
12,-24,-30,103,0,-171,177,0,0,15,0,0,0,80,82,105,50,66,225.66,230,32,18,-1028,-35.67268496,-25.70771615,-27.43428684,-34.73294092,22.18116119,24.466228,-0.239502199,-4.09996057,fdi,FDI
12,-24,-30,103,0,-171,177,0,0,15,0,0,0,81,82,106,50,66,225.75,231,-1,18,-1009,-35.8350772,-26.50386617,-28.13360679,-35.62112574,22.47950295,26.12379269,-0.295116949,-1.866224203,fdi,FDI
12,-23,-31,105,0,-171,176,0,0,15,0,0,-1,81,82,100,50,65,225.67,231,-14,16,-1024,-35.33850005,-27.49986277,-29.00571569,-36.38693821,23.614509,26.16242939,0.60472964,-1.866287095,fdi,FDI
12,-24,-34,106,1,-170,179,1,0,15,0,0,0,81,82,96,50,65,225.68,232,20,10,-1016,-35.56014473,-29.87317073,-29.65867132,-36.74721592,21.75425016,24.68072353,-1.324354043,-3.666656239,fdi,FDI
12,-24,-34,106,1,-170,179,1,0,15,0,0,0,81,82,95,40,65,225.73,232,2,-4,-1024,-35.71998052,-30.75251916,-30.35819519,-37.52346864,22.15417463,28.27456617,-0.836779375,-0.780255948,fdi,FDI
12,-24,-34,106,1,-170,179,1,0,15,0,0,0,81,82,98,50,65,225.72,232,11,28,-1009,-35.82617524,-30.92930226,-31.06485304,-38.39536122,22.39894003,30.30443653,-0.619706574,0.110900194,fdi,FDI
12,-27,-36,97,0,-170,-179,1,0,15,0,0,1,81,82,102,50,65,225.69,233,24,16,-974,-37.62526899,-32.17314701,-31.29163127,-38.92804477,19.5395133,29.36706717,-3.541327284,-1.859169675,fdi,FDI
12,-27,-36,97,0,-170,-179,0,0,15,0,0,0,81,82,105,50,65,225.69,233,22,14,-959,-38.84123138,-32.55317842,-31.71235842,-39.71863381,22.3535212,31.69949099,-0.997767193,-0.426443736,fdi,FDI
12,-27,-40,105,0,-170,-179,0,0,15,0,0,-1,80,82,103,50,65,225.71,234,3,-10,-983,-39.60172534,-35.24077194,-32.19498129,-39.80851384,23.97509653,28.96689218,-0.113059761,-4.108674526,fdi,FDI
12,-28,-42,111,0,-170,-179,0,-1,15,0,0,0,80,82,98,50,65,225.72,235,18,5,-900,-40.6218286,-37.54934478,-32.55932532,-40.03926996,23.84359583,31.25466009,-0.979415263,-2.851679574,fdi,FDI
12,-28,-43,102,0,-170,-179,0,0,15,0,0,0,80,82,98,50,64,225.75,235,-9,10,-1006,-41.25287454,-38.93428069,-33.01498276,-40.4404362,25.18299162,34.4809666,-0.276741691,-1.195065847,fdi,FDI
12,-28,-43,102,0,-170,-179,0,0,15,0,0,0,79,82,97,50,64,225.69,236,3,38,-1069,-41.61696784,-39.22665794,-33.5070027,-41.05978895,25.89717175,37.69718567,-0.170383625,0.245282961,fdi,FDI
12,-28,-43,102,0,-170,-179,0,0,15,0,0,0,79,82,97,50,64,225.73,236,12,23,-987,-41.81209926,-39.09270972,-34.02206153,-41.73511358,26.24753138,39.38408445,-0.278693222,0.336907851,fdi,FDI
12,-28,-40,100,0,-170,179,0,0,15,0,0,0,80,82,99,50,64,225.52,237,37,18,-937,-41.90792376,-36.84441486,-34.55062426,-42.98515743,26.40119715,43.19352554,-0.42570882,2.979642225,fdi,FDI
12,-27,-39,101,2,-170,-179,0,0,15,0,0,0,80,82,98,50,64,225.64,237,6,47,-999,-41.37189515,-35.15156409,-35.24826578,-44.04140846,27.45730134,41.79786807,0.454874484,1.04686796,fdi,FDI
12,-29,-41,101,0,-170,179,1,0,15,0,0,0,80,82,99,50,64,225.59,238,-43,-20,-1066,-42.14964367,-35.85133063,-35.56253791,-44.50628437,24.55748256,37.41744421,-2.465443436,-2.999070416,fdi,FDI
12,-29,-41,101,0,-170,179,0,0,15,0,0,0,80,82,98,50,64,225.65,238,-5,37,-1047,-42.69119509,-36.25631713,-35.98530163,-45.15233656,25.85250557,37.88340291,-1.119571,-1.952508003,fdi,FDI
12,-29,-41,101,0,-170,179,0,0,15,0,0,0,80,81,100,50,64,225.63,239,-7,-5,-963,-43.03914805,-36.46961259,-36.43421652,-45.82517364,26.61865869,38.22288201,-0.59117312,-1.378942717,fdi,FDI
12,-31,-41,101,0,-170,-179,1,0,15,0,0,0,80,82,101,50,63,225.66,240,7,30,-976,-44.40269275,-36.56921109,-36.57864721,-46.51386246,25.04153046,38.44877426,-2.45436636,-1.095095547,fdi,FDI
12,-29,-40,104,3,-170,179,0,0,15,0,0,0,80,82,99,50,63,225.65,240,-12,-6,-969,-44.14801796,-35.93729771,-37.1860526,-47.39870179,29.08304445,39.58798544,1.208982911,0.026297965,fdi,FDI
12,-32,-41,102,2,-170,-179,1,0,15,0,0,0,80,82,100,50,62,225.6,241,-6,15,-999,-45.64864507,-36.34529267,-37.22870274,-47.9747486,25.41313545,37.75485999,-2.94809498,-1.777487018,fdi,FDI
12,-32,-41,102,2,-170,-179,0,0,15,0,0,0,80,82,99,50,62,225.65,241,19,36,-977,-46.64866207,-36.53836276,-37.45426998,-48.65072995,27.70303562,38.18185601,-0.980563586,-1.229843968,fdi,FDI
12,-34,-40,103,0,-171,179,1,0,15,0,0,0,80,82,102,50,62,225.66,242,-3,-4,-1005,-48.42275301,-35.9443283,-37.4080655,-49.53056222,27.01098502,39.4462612,-2.316740913,0.008842391,fdi,FDI
12,-34,-40,103,0,-171,179,0,0,15,0,0,0,80,82,101,50,62,225.65,243,-28,-8,-1009,-49.5643446,-35.69265132,-37.52444181,-50.2930002,29.53154563,38.68574775,-0.547897761,-0.753524631,fdi,FDI
12,-34,-42,104,0,-170,-179,0,0,15,0,0,0,80,82,99,50,62,225.7,243,40,36,-947,-50.2479966,-36.95405764,-37.7031685,-50.65644304,30.92620585,36.23899612,-0.074399647,-3.04193113,fdi,FDI
12,-34,-42,104,0,-170,-179,0,0,15,0,0,0,80,82,99,50,62,225.64,244,-6,11,-1081,-50.62897853,-37.49260963,-37.92323626,-51.26009707,31.64055619,37.82033651,-0.131280388,-1.421526568,fdi,FDI
12,-34,-43,101,0,-170,-179,0,1,15,0,0,0,80,82,100,50,62,225.61,244,-26,-18,-972,-50.82487441,-38.33417748,-38.16856515,-51.72660738,31.97247182,37.75326566,-0.341132863,-1.803548915,fdi,FDI
12,-34,-43,101,0,-170,-179,1,0,15,0,0,0,80,82,97,50,62,225.7,245,-37,-14,-1068,-50.91579699,-38.61410085,-38.42815539,-52.34028191,32.10587785,39.17814326,-0.543896147,-0.817937283,fdi,FDI
12,-34,-45,100,0,-170,-178,0,0,15,0,0,0,80,82,97,50,61,225.58,245,-20,-13,-1020,-50.95189013,-39.98242525,-38.69512153,-52.61272422,32.14605915,37.96492236,-0.689580197,-2.565978685,fdi,FDI
12,-34,-45,100,0,-170,-178,0,0,15,0,0,0,80,82,98,50,61,225.62,246,24,0,-957,-50.96215891,-40.46295993,-38.96549423,-53.14711797,32.1485596,40.19187812,-0.77660315,-0.92610882,fdi,FDI
12,-34,-45,100,0,-170,-178,0,0,15,0,0,0,80,82,98,50,61,225.6,246,30,15,-968,-50.96203176,-40.537146,-39.2371785,-53.73648381,32.13986848,41.43282867,-0.81971597,-0.459610017,fdi,FDI
12,-35,-46,99,0,-170,-179,1,0,15,0,0,0,81,82,101,50,61,225.6,246,-6,-20,-987,-51.53669245,-41.13109034,-39.3474062,-54.15777432,31.13085919,41.07357615,-1.835376109,-1.483269295,fdi,FDI
12,-35,-46,99,0,-170,-179,0,0,15,0,0,0,81,82,101,50,61,225.68,247,26,12,-1020,-51.92626104,-41.29616067,-39.52095925,-54.70731913,32.03765694,42.28724028,-0.993687959,-0.813261546,fdi,FDI
12,-35,-47,101,0,-170,-179,0,0,15,0,0,0,81,82,101,50,61,225.69,247,14,14,-987,-52.17081834,-41.95260337,-39.71417381,-55.09288387,32.56270141,41.93815739,-0.69090201,-1.690093761,fdi,FDI
12,-35,-47,101,0,-170,-179,0,0,15,0,0,0,80,82,100,50,61,225.68,247,15,-11,-969,-52.31373789,-42.1560032,-39.92125965,-55.61017595,32.845763,43.17330081,-0.635270628,-0.926414261,fdi,FDI
12,-37,-49,102,0,-171,-179,1,0,15,0,0,0,80,82,97,50,61,225.69,248,46,14,-993,-53.54683024,-43.5036429,-39.81372763,-55.77832673,30.98615561,41.84502216,-2.672267566,-2.749609223,fdi,FDI
12,-37,-49,102,0,-171,-179,0,0,15,0,0,0,80,82,95,50,60,225.63,248,9,-1,-1010,-54.37065424,-43.9879929,-39.83830662,-56.20498143,32.87414247,44.00894928,-1.043515846,-1.115911193,fdi,FDI
12,-37,-49,102,0,-171,-179,0,0,15,0,0,0,80,82,97,50,60,225.68,249,31,0,-1005,-54.88101536,-44.07382091,-39.90547708,-56.6855273,33.95326991,45.21934429,-0.496221529,-0.629778257,fdi,FDI
12,-35,-52,97,0,-170,-179,0,0,15,0,0,0,80,82,99,50,60,225.71,249,4,5,-945,-54.01972685,-46.01978399,-40.32572546,-56.62273441,36.5265345,42.84784646,1.569541449,-3.629154019,fdi,FDI
12,-35,-52,101,0,-171,-179,2,0,15,0,0,0,80,82,101,50,60,225.76,250,-3,-14,-1026,-53.39168671,-46.73557143,-40.63792047,-56.93901856,34.97985428,45.88415076,-0.220054507,-1.253254545,fdi,FDI
12,-35,-52,101,0,-171,-179,0,0,15,0,0,0,80,82,103,50,60,225.73,250,5,-18,-1036,-52.9750532,-46.87694648,-40.92142524,-57.33315578,34.0441427,47.59199613,-0.94629131,-0.520486308,fdi,FDI
12,-35,-52,101,0,-171,-179,0,0,15,0,0,0,80,82,105,50,60,225.75,250,2,1,-938,-52.71987813,-46.79713783,-41.18279099,-57.75626256,33.51850406,48.48411716,-1.148935915,-0.492755791,fdi,FDI
12,-38,-52,103,-1,-170,-178,1,0,15,0,0,-1,80,82,102,50,60,225.68,251,-6,16,-1060,-54.30853025,-46.66594745,-40.9436133,-58.1850913,30.24652524,48.90984031,-4.130828151,-0.694652276,fdi,FDI
12,-37,-50,109,1,-170,-179,0,0,15,0,0,0,80,82,100,50,60,225.62,252,7,0,-929,-54.83326067,-45.21162361,-41.04686548,-58.98576403,33.85827743,51.08858357,-0.516908182,1.084269207,fdi,FDI
12,-40,-50,102,0,-170,179,1,0,15,0,0,0,79,82,96,50,60,225.62,253,15,3,-890,-56.87864531,-44.59141912,-40.65539648,-59.53035639,31.47919129,49.32247684,-3.380699753,-0.768737171,fdi,FDI
12,-36,-48,100,0,-170,-179,0,0,15,0,0,0,80,81,99,50,60,225.69,254,12,13,-1041,-55.91690695,-43.05622808,-41.1205931,-60.39145708,38.52728751,50.27563228,3.060904209,0.531901159,fdi,FDI
12,-35,-51,101,1,-171,-179,2,0,15,0,0,0,79,81,98,50,60,225.67,255,1,-12,-1030,-54.59457824,-44.51847479,-41.56525101,-60.41358161,37.5968052,44.87471771,1.444988514,-4.305512437,fdi,FDI
12,-35,-51,101,1,-171,-179,0,0,15,0,0,0,79,81,97,40,60,225.65,256,-58,-7,-1179,-53.68556986,-45.23964165,-41.91581957,-60.74921298,35.47268127,46.26747658,-0.560966021,-2.308000195,fdi,FDI
12,-39,-53,100,0,-170,-179,0,-1,15,0,0,0,79,81,96,50,59,225.65,256,-4,20,-1051,-55.42135572,-46.88430268,-41.57378201,-60.76757698,30.23889576,45.15387401,-5.266087495,-3.393849516,fdi,FDI
12,-38,-55,99,0,-170,179,1,0,15,0,0,0,80,81,95,40,59,225.58,257,0,-1,-993,-56.07649073,-48.85927033,-41.61449283,-60.69029001,34.22583237,45.50316325,-1.004850662,-3.368632191,fdi,FDI
